Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,Edited,Answer_Accepted,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Question_Closed
What factors to evaluate in a bank or credit union when investing certificate of deposits in the US?,155436,Chris W. Rea,3,31.6k,2023-02-23 17:35:49Z,N/A,N/A,2,,False,True,5,united-states,banking,certificate-of-deposit,credit-unions,False
Can we call rusting of iron a combustion reaction?,751515,Qmechanic,2451,182k,2023-02-23 11:49:15Z,N/A,N/A,1,,False,True,5,homework-and-exercises,physical-chemistry,electrochemistry,combustion,False
"Futuristic novel where war is unconstitutional and people have limbs amputated but replaced by powerful prosthetics, triskelion logo from 60s",272436,DavidW,101407,102k,2023-02-23 01:07:20Z,N/A,N/A,1,,False,True,5,story-identification,novel,story-identification,novel,False
What is the motivation for legally forcing sellers to determine the minimum price of food by multiplying it by 1.1?,89519,Michael Seifert,5104,6150,2023-02-22 15:15:07Z,N/A,N/A,4,,False,True,5,france,food,france,food,False
Does Phil. 2:10-11 describe Jesus Christ as God?,81713,N/A,N/A,N/A,2023-02-23 11:26:16Z,N/A,N/A,2,,False,True,5,jesus,pauline-epistles,jesus,pauline-epistles,False
Don't Understand Mechanism behind Proof by Contradiction,4644411,Amit,707918,183,2023-02-22 17:01:32Z,N/A,N/A,8,,False,True,5,logic,solution-verification,first-order-logic,philosophy,False
"Is it okay to link relevant research, instead of citing them, in a two page only research statement?",193711,Science Man,6259,2956,2023-02-23 10:32:38Z,N/A,N/A,2,,False,True,5,mathematics,job-search,job,latex,False
When can you tell which pieces are 'White' from a position where the pieces are colored red and green and you know whose move it is?,41668,N/A,N/A,N/A,2023-02-23 02:46:50Z,N/A,N/A,3,,False,True,5,retrograde-analysis,retrograde-analysis,N/A,N/A,False
Racism at Schengen ports of entry,179543,phoog,19400,124k,2023-02-21 20:28:36Z,N/A,N/A,7,,False,True,5,schengen,france,tourism,discrimination,False
A Fine sequence with fine interpretations,258110,Parcly Taxel,110698,2001,2023-02-22 00:06:16Z,N/A,N/A,13,,False,True,5,sequence,code-golf,code-golf,sequence,False
Why did the United States drop a uranium bomb instead of a plutonium bomb on Hiroshima?,71047,N/A,N/A,N/A,2023-02-23 18:49:05Z,N/A,N/A,1,,False,True,5,world-war-two,nuclear-weapons,hiroshima,world-war-two,False
Why do the Titan SRBs have an angled engine bell?,61920,JRE,17478,763,2023-02-22 18:40:14Z,N/A,N/A,1,,False,True,5,engine-design,srb,titan-rocket,engine-design,False
What factors to evaluate in a bank or credit union when investing certificate of deposits in the US?,155436,Chris W. Rea,3,31.6k,2023-02-23 17:35:49Z,N/A,N/A,2,,False,True,5,united-states,banking,certificate-of-deposit,credit-unions,False
YA Novel : 'A Drop Of ? Water',272443,John Rennie,4144,86.4k,2023-02-23 07:38:06Z,N/A,N/A,1,,False,True,5,story-identification,novel,young-adult,story-identification,False
New wheels: WTB KOM Tough with 32 spokes sufficient?,87731,PristineAsp,68633,41,2023-02-23 10:28:57Z,N/A,N/A,1,,False,True,5,wheels,hub,rims,spokes,False
Realism and idealism,97290,Starckman,57267,612,2023-02-23 05:43:46Z,N/A,N/A,1,,False,True,5,idealism,realism,idealism,realism,False
How can I solve the Tikz Quotes Library comma problem?,676233,user24098,24098,1205,2023-02-23 08:45:13Z,N/A,N/A,1,,False,True,5,tikz-pgf,tikz-pgf,N/A,N/A,False
To what extent does China need the SWIFT system?,78394,ohwilleke,9801,63.1k,2023-02-23 17:23:38Z,N/A,N/A,2,,False,True,5,china,international,sanctions,banking,False
How do I balance action and life?,64620,Weckar E.,24863,1788,2023-02-23 10:13:40Z,N/A,N/A,2,,False,True,5,structure,structure,N/A,N/A,False
Skip Heathrow flight after passing security,179529,Glorfindel,28333,5745,2023-02-21 21:41:00Z,N/A,N/A,4,,False,True,5,uk,transit,layovers,airport-security,False
Simplify with equals; can't move terms from one side to another,280425,Hugh,12558,15.4k,2023-02-23 11:12:06Z,N/A,N/A,3,,False,True,5,simplifying-expressions,simplifying-expressions,N/A,N/A,False
How to generate uniform distributed samples with given auto-correlation function,606259,N/A,N/A,N/A,2023-02-23 08:19:11Z,N/A,N/A,5,,False,True,5,time-series,sampling,autocorrelation,uniform-distribution,False
Can non-agents be moral or immoral?,97277,J D,40730,13.9k,2023-02-23 15:54:16Z,N/A,N/A,5,,False,True,5,ethics,metaethics,philosophy-of-law,moral-agency,False
Bach prelude in C major: unresolved suspension?,127644,Richard,21766,82.3k,2023-02-23 14:01:31Z,N/A,N/A,5,,False,True,5,chords,harmony,j-s-bach,functional-harmony,False
Ready action to use the action part of a spell like Maximilian’s Earthen Grasp or Call Lightning,204852,Darth Pseudonym,28298,69.7k,2023-02-23 19:20:56Z,N/A,N/A,3,,False,True,5,dnd-5e,spells,readied-action,dnd-5e,False
"How do I help my player, play a cool character?",204828,N/A,N/A,N/A,2023-02-22 17:49:13Z,N/A,N/A,7,,False,True,5,roleplaying,roleplaying,N/A,N/A,False
Fibonacci Binary Squares,258129,Kip the Malamute,116013,749,2023-02-22 13:43:54Z,N/A,N/A,7,,False,True,5,code-golf,sequence,fibonacci,code-golf,False
Recursive merge sort in C,283513,Sᴀᴍ Onᴇᴌᴀ,120114,26.4k,2023-02-23 00:00:56Z,N/A,N/A,2,,False,True,5,beginner,c,sorting,mergesort,False
Quitting instead of accepting Performance Improvement Plan?,190190,N/A,N/A,N/A,2023-02-23 03:43:05Z,N/A,N/A,3,,False,True,5,software-industry,performance-reviews,performance,layoff,False
Table not appearing in LaTex document,676232,N/A,N/A,N/A,2023-02-23 08:41:39Z,N/A,N/A,3,,False,True,5,tables,tables,N/A,N/A,False
Why does magnetic force only act on moving charges?,751358,Qmechanic,2451,182k,2023-02-22 12:32:23Z,N/A,N/A,6,,False,True,5,electromagnetism,magnetic-fields,charge,velocity,False
How to cause awk to fail if previous command (tar) also fails?,736546,Foobar,321024,245,2023-02-23 03:10:12Z,N/A,N/A,6,,False,True,5,bash,awk,pipe,bash,False
Could the US passport indicate any nationality other than USA?,179558,N/A,N/A,N/A,2023-02-22 17:36:47Z,N/A,N/A,4,,False,True,5,usa,passports,us-citizens,usa,False
